"id","expversion","transform","expname","subject","ip","choice","submitted","event","name","value","time","condnum"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a1\",\"63,28.279998779296875\",\"3634\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a1\",\"64,28.279998779296875\",\"3646\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a1\",\"64,29.279998779296875\",\"3667\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a1\",\"65,29.279998779296875\",\"3723\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a1\",\"66,29.279998779296875\",\"4618\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a1\",\"68,29.279998779296875\",\"4629\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a1\",\"70,29.279998779296875\",\"4641\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a1\",\"72,29.279998779296875\",\"4652\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a1\",\"75,29.279998779296875\",\"4662\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a1\",\"78,29.279998779296875\",\"4673\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a1\",\"82,29.279998779296875\",\"4684\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a1\",\"86,29.279998779296875\",\"4696\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a1\",\"92,28.279998779296875\",\"4705\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a1\",\"96,28.279998779296875\",\"4717\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mouseout\",\"a1\",\"out\",\"4730\","-1"
